fan_id,segment,offer_response_probability
F05267,Casual Followers,0.071
F01352,Digital Browsers,0.071
F01553,Digital Browsers,0.071
F05031,Casual Followers,0.071
F03549,Digital Browsers,0.071
F05333,Digital Browsers,0.071
F04462,Casual Followers,0.071
F04920,Digital Browsers,0.071
F02423,Casual Followers,0.071
F03212,Dormant / At-Risk,0.071
F02413,Dormant / At-Risk,0.071
F05396,Digital Browsers,0.071
F03239,Digital Browsers,0.071
F03313,Digital Browsers,0.071
F02401,Digital Browsers,0.071
F00477,Casual Followers,0.071
F02117,Digital Browsers,0.071
F00448,Casual Followers,0.071
F05291,Digital Browsers,0.071
F01659,Digital Browsers,0.071
F01682,Digital Browsers,0.071
F04454,Digital Browsers,0.071
F00536,Digital Browsers,0.071
F02159,Casual Followers,0.071
F00540,Digital Browsers,0.071
F02136,Digital Browsers,0.071
F02129,Digital Browsers,0.071
F02450,Casual Followers,0.071
F02208,Digital Browsers,0.071
F05406,Digital Browsers,0.071
F02366,Digital Browsers,0.071
F00750,Casual Followers,0.071
F03982,Digital Browsers,0.071
F00624,Digital Browsers,0.071
F05382,Digital Browsers,0.071
F00691,Digital Browsers,0.071
F02327,Casual Followers,0.071
F04977,Casual Followers,0.071
F04557,Dormant / At-Risk,0.071
F05654,Casual Followers,0.071
F05640,Casual Followers,0.071
F00905,Digital Browsers,0.071
F00812,Digital Browsers,0.071
F02407,Digital Browsers,0.071
F02409,Digital Browsers,0.071
F02435,Casual Followers,0.071
F03461,Digital Browsers,0.071
F00846,Digital Browsers,0.071
F04996,Digital Browsers,0.071
F03930,Casual Followers,0.071
F01954,Dormant / At-Risk,0.071
F04254,Casual Followers,0.071
F03969,Casual Followers,0.071
F00241,Dormant / At-Risk,0.071
F03958,Digital Browsers,0.071
F02972,Casual Followers,0.071
F03044,Casual Followers,0.071
F02793,Digital Browsers,0.071
F00076,Digital Browsers,0.071
F04223,Casual Followers,0.071
F04199,Dormant / At-Risk,0.071
F04203,Casual Followers,0.071
F00011,Casual Followers,0.071
F04178,Casual Followers,0.07
F01118,Digital Browsers,0.07
F02939,Digital Browsers,0.07
F04128,Casual Followers,0.07
F04293,Casual Followers,0.07
F04091,Casual Followers,0.07
F04279,Casual Followers,0.07
F05876,Casual Followers,0.07
F03923,Casual Followers,0.07
F00210,Casual Followers,0.07
F01958,Casual Followers,0.07
F01897,Digital Browsers,0.07
F01891,Digital Browsers,0.07
F03484,Casual Followers,0.07
F02339,Digital Browsers,0.07
F01525,Digital Browsers,0.07
F02424,Digital Browsers,0.07
F02387,Digital Browsers,0.07
F03433,Digital Browsers,0.07
F05620,Dormant / At-Risk,0.07
F00903,Digital Browsers,0.07
F00807,Casual Followers,0.07
F00906,Digital Browsers,0.07
F00716,Casual Followers,0.07
F03483,Digital Browsers,0.07
F00678,Casual Followers,0.07
F04547,Casual Followers,0.07
F02262,Digital Browsers,0.07
F03581,Digital Browsers,0.07
F03509,Casual Followers,0.07
F01375,Dormant / At-Risk,0.07
F03304,Digital Browsers,0.07
F03243,Casual Followers,0.07
F02374,Digital Browsers,0.07
F04621,Digital Browsers,0.07
F05023,Casual Followers,0.07
F02279,Casual Followers,0.07
F04502,Digital Browsers,0.07
F04507,Digital Browsers,0.07
F02274,Digital Browsers,0.07
F00596,Digital Browsers,0.07
F05348,Digital Browsers,0.07
F00610,Casual Followers,0.07
F05353,Digital Browsers,0.07
F01547,Casual Followers,0.07
F04831,Casual Followers,0.07
F01083,Casual Followers,0.07
F01091,Casual Followers,0.07
F01040,Casual Followers,0.07
F00004,Digital Browsers,0.07
F04265,Casual Followers,0.07
F00353,Digital Browsers,0.07
F00314,Casual Followers,0.07
F00326,Casual Followers,0.07
F01979,Casual Followers,0.07
F05241,Casual Followers,0.07
F05228,Digital Browsers,0.07
F05254,Casual Followers,0.07
F01719,Casual Followers,0.07
F02740,Casual Followers,0.07
F02718,Digital Browsers,0.07
F01818,Digital Browsers,0.07
F00006,Digital Browsers,0.07
F04100,Digital Browsers,0.07
F05603,Casual Followers,0.07
F01341,Casual Followers,0.07
F01353,Casual Followers,0.07
F00927,Casual Followers,0.07
F02595,Dormant / At-Risk,0.07
F05578,Casual Followers,0.07
F00946,Casual Followers,0.07
F05549,Casual Followers,0.07
F03082,Casual Followers,0.07
F02700,Casual Followers,0.07
F02633,Casual Followers,0.07
F02749,Casual Followers,0.07
F04428,Casual Followers,0.07
F05080,Digital Browsers,0.07
F05075,Digital Browsers,0.07
F00428,Digital Browsers,0.07
F00450,Casual Followers,0.07
F02115,Digital Browsers,0.07
F05274,Casual Followers,0.07
F01627,Casual Followers,0.07
F05295,Casual Followers,0.07
F00460,Dormant / At-Risk,0.07
F00550,Digital Browsers,0.07
F03604,Digital Browsers,0.07
F04471,Digital Browsers,0.07
F00520,Digital Browsers,0.07
F02205,Casual Followers,0.07
F02156,Digital Browsers,0.07
F02183,Digital Browsers,0.07
F05106,Casual Followers,0.07
F02923,Digital Browsers,0.07
F03108,Digital Browsers,0.07
F01165,Casual Followers,0.07
F03087,Digital Browsers,0.07
F02690,Casual Followers,0.07
F04372,Digital Browsers,0.07
F02054,Digital Browsers,0.07
F03776,Digital Browsers,0.07
F03807,Digital Browsers,0.07
F04338,Digital Browsers,0.07
F03732,Dormant / At-Risk,0.07
F03828,Dormant / At-Risk,0.07
F05804,Digital Browsers,0.07
F02000,Casual Followers,0.07
F05437,Casual Followers,0.07
F02481,Digital Browsers,0.069
F02530,Casual Followers,0.069
F02446,Digital Browsers,0.069
F03291,Casual Followers,0.069
F03275,Digital Browsers,0.069
F01362,Casual Followers,0.069
F01438,Digital Browsers,0.069
F03364,Digital Browsers,0.069
F02125,Casual Followers,0.069
F01374,Casual Followers,0.069
F01414,Digital Browsers,0.069
F05326,Casual Followers,0.069
F00587,Digital Browsers,0.069
F04501,Digital Browsers,0.069
F03548,Digital Browsers,0.069
F02278,Casual Followers,0.069
F02974,Digital Browsers,0.069
F02813,Digital Browsers,0.069
F04801,Digital Browsers,0.069
F04798,Digital Browsers,0.069
F05489,Casual Followers,0.069
F02896,Casual Followers,0.069
F05978,Casual Followers,0.069
F02933,Casual Followers,0.069
F04171,Casual Followers,0.069
F04160,Dormant / At-Risk,0.069
F00263,Casual Followers,0.069
F02975,Casual Followers,0.069
F04110,Digital Browsers,0.069
F04253,Dormant / At-Risk,0.069
F03960,Casual Followers,0.069
F04116,Digital Browsers,0.069
F04572,Digital Browsers,0.069
F04549,Casual Followers,0.069
F00744,Casual Followers,0.069
F03450,Casual Followers,0.069
F00676,Casual Followers,0.069
F01496,Digital Browsers,0.069
F02255,Digital Browsers,0.069
F03566,Casual Followers,0.069
F01423,Casual Followers,0.069
F00137,Digital Browsers,0.069
F01503,Dormant / At-Risk,0.069
F03442,Dormant / At-Risk,0.069
F00841,Digital Browsers,0.069
F05616,Digital Browsers,0.069
F03330,Digital Browsers,0.069
F03503,Casual Followers,0.069
F04687,Casual Followers,0.069
F05558,Digital Browsers,0.069
F05555,Casual Followers,0.069
F01003,Casual Followers,0.069
F05415,Casual Followers,0.069
F02587,Digital Browsers,0.069
F03200,Casual Followers,0.069
F03209,Casual Followers,0.069
F02551,Casual Followers,0.069
F02562,Dormant / At-Risk,0.069
F00888,Digital Browsers,0.069
F03256,Digital Browsers,0.069
F00937,Casual Followers,0.069
F00936,Casual Followers,0.069
F03137,Casual Followers,0.069
F02576,Digital Browsers,0.069
F01235,Digital Browsers,0.069
F01318,Casual Followers,0.069
F04901,Digital Browsers,0.069
F01315,Casual Followers,0.069
F02165,Casual Followers,0.069
F03752,Casual Followers,0.069
F00469,Casual Followers,0.069
F01628,Digital Browsers,0.069
F04445,Casual Followers,0.069
F00482,Casual Followers,0.069
F02119,Casual Followers,0.069
F03689,Dormant / At-Risk,0.069
F04436,Casual Followers,0.069
F04432,Digital Browsers,0.069
F05266,Digital Browsers,0.069
F01678,Casual Followers,0.069
F05751,Digital Browsers,0.069
F01587,Casual Followers,0.069
F05308,Digital Browsers,0.069
F02797,Casual Followers,0.069
F05517,Casual Followers,0.069
F05529,Digital Browsers,0.069
F03089,Casual Followers,0.069
F04374,Casual Followers,0.069
F05805,Digital Browsers,0.069
F03866,Casual Followers,0.069
F02655,Casual Followers,0.069
F02002,Dormant / At-Risk,0.069
F02830,Casual Followers,0.069
F02913,Casual Followers,0.069
F03909,Casual Followers,0.069
F01741,Casual Followers,0.069
F00268,Casual Followers,0.069
F01948,Casual Followers,0.069
F04003,Dormant / At-Risk,0.069
F00320,Casual Followers,0.069
F01770,Casual Followers,0.069
F00096,Digital Browsers,0.069
F01842,Casual Followers,0.069
F05166,Casual Followers,0.069
F05929,Casual Followers,0.069
F05905,Casual Followers,0.069
F01801,Casual Followers,0.069
F01814,Casual Followers,0.069
F01826,Casual Followers,0.069
F01809,Digital Browsers,0.069
F00026,Digital Browsers,0.069
F00002,Digital Browsers,0.069
F00012,Casual Followers,0.068
F05983,Casual Followers,0.068
F01813,Casual Followers,0.068
F00117,Casual Followers,0.068
F04753,Casual Followers,0.068
F02917,Digital Browsers,0.068
F03050,Digital Browsers,0.068
F05545,Digital Browsers,0.068
F05544,Casual Followers,0.068
F01102,Digital Browsers,0.068
F01175,Casual Followers,0.068
F03037,Casual Followers,0.068
F02617,Casual Followers,0.068
F03033,Casual Followers,0.068
F04734,Casual Followers,0.068
F01625,Casual Followers,0.068
F05299,Digital Browsers,0.068
F03756,Digital Browsers,0.068
F00555,Casual Followers,0.068
F01607,Casual Followers,0.068
F02748,Digital Browsers,0.068
F02643,Digital Browsers,0.068
F02640,Digital Browsers,0.068
F03770,Casual Followers,0.068
F05103,Casual Followers,0.068
F03788,Digital Browsers,0.068
F03791,Digital Browsers,0.068
F03724,Digital Browsers,0.068
F00414,Digital Browsers,0.068
F05800,Casual Followers,0.068
F00402,Digital Browsers,0.068
F02112,Digital Browsers,0.068
F00461,Casual Followers,0.068
F00478,Digital Browsers,0.068
F03872,Casual Followers,0.068
F01998,Casual Followers,0.068
F03816,Casual Followers,0.068
F04477,Digital Browsers,0.068
F04486,Casual Followers,0.068
F03910,Casual Followers,0.068
F00577,Casual Followers,0.068
F00363,Digital Browsers,0.068
F03796,Dormant / At-Risk,0.068
F05270,Digital Browsers,0.068
F02141,Digital Browsers,0.068
F02894,Casual Followers,0.068
F02800,Casual Followers,0.068
F01991,Digital Browsers,0.068
F02542,Digital Browsers,0.068
F02659,Digital Browsers,0.068
F00896,Digital Browsers,0.068
F03372,Casual Followers,0.068
F05666,Casual Followers,0.068
F04903,Casual Followers,0.068
F05431,Casual Followers,0.068
F03397,Casual Followers,0.068
F01481,Casual Followers,0.068
F05681,Casual Followers,0.068
F02405,Casual Followers,0.068
F03523,Digital Browsers,0.068
F03469,Digital Browsers,0.068
F00724,Casual Followers,0.068
F03516,Casual Followers,0.068
F03456,Digital Browsers,0.068
F04554,Digital Browsers,0.068
F01502,Digital Browsers,0.068
F03344,Digital Browsers,0.068
F03196,Casual Followers,0.068
F00599,Dormant / At-Risk,0.068
F00876,Casual Followers,0.068
F01030,Casual Followers,0.068
F05711,Casual Followers,0.068
F03533,Casual Followers,0.068
F02201,Casual Followers,0.068
F01529,Casual Followers,0.068
F03583,Digital Browsers,0.068
F02267,Digital Browsers,0.068
F00455,Digital Browsers,0.068
F00408,Casual Followers,0.068
F05135,Digital Browsers,0.068
F01405,Casual Followers,0.068
F01139,Casual Followers,0.068
F01135,Digital Browsers,0.068
F01148,Casual Followers,0.068
F05154,Digital Browsers,0.068
F05152,Casual Followers,0.068
F05486,Casual Followers,0.068
F04321,Casual Followers,0.068
F00115,Casual Followers,0.068
F04063,Digital Browsers,0.068
F04319,Digital Browsers,0.068
F00213,Casual Followers,0.068
F03924,Digital Browsers,0.068
F04258,Digital Browsers,0.068
F02836,Casual Followers,0.068
F03432,Casual Followers,0.068
F00837,Casual Followers,0.068
F01358,Dormant / At-Risk,0.068
F00193,Digital Browsers,0.068
F00112,Casual Followers,0.068
F00147,Casual Followers,0.068
F04259,Casual Followers,0.068
F00809,Casual Followers,0.068
F00825,Digital Browsers,0.068
F04955,Casual Followers,0.068
F01380,Digital Browsers,0.068
F01335,Digital Browsers,0.068
F04959,Casual Followers,0.068
F00847,Casual Followers,0.068
F03370,Digital Browsers,0.068
F02065,Casual Followers,0.067
F01963,Casual Followers,0.067
F00085,Casual Followers,0.067
F03613,Casual Followers,0.067
F01608,Digital Browsers,0.067
F03753,Casual Followers,0.067
F04332,Casual Followers,0.067
F03906,Digital Browsers,0.067
F01631,Casual Followers,0.067
F04393,Digital Browsers,0.067
F05260,Casual Followers,0.067
F03943,Casual Followers,0.067
F03882,Casual Followers,0.067
F05263,Casual Followers,0.067
F03764,Casual Followers,0.067
F01080,Casual Followers,0.067
F02929,Casual Followers,0.067
F03056,Casual Followers,0.067
F03096,Casual Followers,0.067
F04711,Casual Followers,0.067
F05541,Digital Browsers,0.067
F04860,Casual Followers,0.067
F01099,Digital Browsers,0.067
F03042,Digital Browsers,0.067
F02721,Digital Browsers,0.067
F00416,Casual Followers,0.067
F03846,Digital Browsers,0.067
F02712,Casual Followers,0.067
F01996,Digital Browsers,0.067
F02066,Digital Browsers,0.067
F01823,Casual Followers,0.067
F04763,Casual Followers,0.067
F04769,Casual Followers,0.067
F03761,Digital Browsers,0.067
F03464,Digital Browsers,0.067
F01476,Casual Followers,0.067
F05383,Casual Followers,0.067
F00800,Casual Followers,0.067
F01489,Casual Followers,0.067
F03381,Casual Followers,0.067
F00793,Casual Followers,0.067
F02651,Digital Browsers,0.067
F03269,Casual Followers,0.067
F01343,Casual Followers,0.067
F03266,Casual Followers,0.067
F05660,Digital Browsers,0.067
F00628,Digital Browsers,0.067
F05004,Casual Followers,0.067
F02179,Casual Followers,0.067
F05340,Casual Followers,0.067
F04517,Casual Followers,0.067
F03538,Casual Followers,0.067
F02171,Digital Browsers,0.067
F01555,Casual Followers,0.067
F00642,Casual Followers,0.067
F03500,Digital Browsers,0.067
F03635,Digital Browsers,0.067
F01018,Digital Browsers,0.067
F01061,Digital Browsers,0.067
F01035,Casual Followers,0.067
F04684,Casual Followers,0.067
F03235,Casual Followers,0.067
F03234,Digital Browsers,0.067
F04670,Digital Browsers,0.067
F03201,Digital Browsers,0.067
F02198,Casual Followers,0.067
F00715,Casual Followers,0.067
F02732,Casual Followers,0.067
F04808,Digital Browsers,0.067
F04260,Digital Browsers,0.067
F01773,Casual Followers,0.067
F04246,Casual Followers,0.067
F04131,Casual Followers,0.067
F02456,Casual Followers,0.067
F04954,Digital Browsers,0.067
F00844,Casual Followers,0.067
F04593,Digital Browsers,0.067
F04915,Casual Followers,0.067
F01385,Digital Browsers,0.067
F03991,Casual Followers,0.067
F04924,Casual Followers,0.067
F05861,Casual Followers,0.067
F05842,Casual Followers,0.067
F05841,Casual Followers,0.067
F01884,Casual Followers,0.067
F04790,Digital Browsers,0.067
F02852,Digital Browsers,0.067
F04785,Digital Browsers,0.067
F01153,Casual Followers,0.067
F04301,Digital Browsers,0.067
F01758,Digital Browsers,0.067
F05244,Casual Followers,0.067
F04056,Casual Followers,0.067
F04071,Casual Followers,0.067
F05885,Casual Followers,0.067
F05894,Digital Browsers,0.067
F05897,Casual Followers,0.067
F05895,Casual Followers,0.066
F00220,Casual Followers,0.066
F05882,Casual Followers,0.066
F04328,Casual Followers,0.066
F01769,Casual Followers,0.066
F01939,Casual Followers,0.066
F01744,Casual Followers,0.066
F01984,Casual Followers,0.066
F01968,Digital Browsers,0.066
F05838,Casual Followers,0.066
F01112,Casual Followers,0.066
F01182,Casual Followers,0.066
F02816,Casual Followers,0.066
F04252,Digital Browsers,0.066
F04257,Digital Browsers,0.066
F04273,Casual Followers,0.066
F03992,Casual Followers,0.066
F01775,Casual Followers,0.066
F04228,Casual Followers,0.066
F00805,Casual Followers,0.066
F03414,Casual Followers,0.066
F03430,Casual Followers,0.066
F01364,Casual Followers,0.066
F01369,Casual Followers,0.066
F02475,Casual Followers,0.066
F04917,Casual Followers,0.066
F01396,Digital Browsers,0.066
F02500,Casual Followers,0.066
F00856,Casual Followers,0.066
F03329,Digital Browsers,0.066
F04636,Casual Followers,0.066
F00664,Casual Followers,0.066
F05684,Casual Followers,0.066
F00662,Casual Followers,0.066
F04529,Casual Followers,0.066
F02389,Casual Followers,0.066
F04947,Casual Followers,0.066
F05378,Casual Followers,0.066
F01493,Digital Browsers,0.066
F04989,Digital Browsers,0.066
F00778,Digital Browsers,0.066
F05647,Digital Browsers,0.066
F03188,Casual Followers,0.066
F05444,Casual Followers,0.066
F01308,Casual Followers,0.066
F02588,Casual Followers,0.066
F02603,Digital Browsers,0.066
F02558,Casual Followers,0.066
F04655,Casual Followers,0.066
F03123,Digital Browsers,0.066
F03167,Digital Browsers,0.066
F01034,Casual Followers,0.066
F01027,Digital Browsers,0.066
F03634,Casual Followers,0.066
F03637,Digital Browsers,0.066
F03594,Digital Browsers,0.066
F03551,Casual Followers,0.066
F04496,Casual Followers,0.066
F04498,Digital Browsers,0.066
F01528,Casual Followers,0.066
F01573,Casual Followers,0.066
F05330,Casual Followers,0.066
F02185,Casual Followers,0.066
F00627,Casual Followers,0.066
F03565,Digital Browsers,0.066
F03571,Casual Followers,0.066
F05772,Casual Followers,0.066
F03705,Casual Followers,0.066
F04450,Digital Browsers,0.066
F01633,Casual Followers,0.066
F03607,Casual Followers,0.066
F00498,Casual Followers,0.066
F04473,Casual Followers,0.066
F04475,Digital Browsers,0.066
F03605,Digital Browsers,0.066
F03641,Casual Followers,0.066
F04358,Casual Followers,0.066
F03937,Casual Followers,0.066
F05112,Casual Followers,0.066
F02075,Casual Followers,0.066
F02043,Digital Browsers,0.066
F02046,Casual Followers,0.066
F03778,Casual Followers,0.066
F03146,Casual Followers,0.066
F02616,Casual Followers,0.066
F04853,Digital Browsers,0.066
F02991,Casual Followers,0.066
F04756,Casual Followers,0.066
F01871,Digital Browsers,0.066
F01874,Casual Followers,0.066
F01851,Digital Browsers,0.066
F00121,Casual Followers,0.066
F04181,Digital Browsers,0.066
F05986,Digital Browsers,0.066
F00105,Digital Browsers,0.066
F00080,Digital Browsers,0.066
F00079,Digital Browsers,0.065
F00052,Casual Followers,0.065
F04383,Casual Followers,0.065
F02001,Digital Browsers,0.065
F02052,Casual Followers,0.065
F02053,Digital Browsers,0.065
F05117,Casual Followers,0.065
F02069,Casual Followers,0.065
F03875,Casual Followers,0.065
F04852,Casual Followers,0.065
F05530,Casual Followers,0.065
F05289,Casual Followers,0.065
F03748,Casual Followers,0.065
F03189,Casual Followers,0.065
F00955,Casual Followers,0.065
F00952,Digital Browsers,0.065
F05336,Digital Browsers,0.065
F04520,Casual Followers,0.065
F01251,Digital Browsers,0.065
F03074,Casual Followers,0.065
F00338,Casual Followers,0.065
F05811,Digital Browsers,0.065
F05807,Casual Followers,0.065
F00377,Casual Followers,0.065
F03052,Casual Followers,0.065
F02992,Casual Followers,0.065
F03079,Digital Browsers,0.065
F01141,Casual Followers,0.065
F04727,Casual Followers,0.065
F02948,Casual Followers,0.065
F03008,Casual Followers,0.065
F03000,Casual Followers,0.065
F01858,Casual Followers,0.065
F01782,Digital Browsers,0.065
F00150,Casual Followers,0.065
F03423,Casual Followers,0.065
F05627,Casual Followers,0.065
F01943,Digital Browsers,0.065
F05944,Casual Followers,0.065
F02529,Digital Browsers,0.065
F05159,Casual Followers,0.065
F05917,Digital Browsers,0.065
F03861,Digital Browsers,0.065
F03854,Casual Followers,0.065
F01988,Casual Followers,0.065
F04352,Casual Followers,0.065
F01875,Digital Browsers,0.065
F05165,Casual Followers,0.065
F02378,Casual Followers,0.065
F04982,Casual Followers,0.065
F04606,Digital Browsers,0.065
F03277,Casual Followers,0.065
F04490,Casual Followers,0.065
F02147,Casual Followers,0.065
F05715,Digital Browsers,0.065
F00570,Casual Followers,0.065
F05323,Casual Followers,0.065
F02149,Casual Followers,0.065
F02061,Casual Followers,0.065
F02557,Casual Followers,0.065
F00438,Casual Followers,0.065
F02213,Casual Followers,0.065
F00399,Casual Followers,0.065
F00397,Casual Followers,0.065
F00763,Casual Followers,0.065
F00777,Casual Followers,0.065
F00729,Casual Followers,0.065
F01508,Casual Followers,0.065
F04624,Casual Followers,0.065
F01298,Digital Browsers,0.065
F02515,Casual Followers,0.065
F03334,Digital Browsers,0.065
F01309,Casual Followers,0.065
F01294,Digital Browsers,0.065
F01497,Digital Browsers,0.065
F02266,Casual Followers,0.065
F02400,Digital Browsers,0.065
F03576,Casual Followers,0.065
F02235,Casual Followers,0.065
F04365,Casual Followers,0.064
F04205,Casual Followers,0.064
F04168,Casual Followers,0.064
F04073,Casual Followers,0.064
F00013,Digital Browsers,0.064
F01684,Casual Followers,0.064
F01612,Casual Followers,0.064
F01693,Digital Browsers,0.064
F04155,Casual Followers,0.064
F00254,Digital Browsers,0.064
F00126,Casual Followers,0.064
F03976,Digital Browsers,0.064
F03934,Casual Followers,0.064
F01622,Casual Followers,0.064
F04382,Casual Followers,0.064
F04387,Casual Followers,0.064
F03884,Casual Followers,0.064
F01045,Casual Followers,0.064
F02020,Casual Followers,0.064
F00340,Casual Followers,0.064
F01539,Casual Followers,0.064
F00501,Casual Followers,0.064
F04464,Digital Browsers,0.064
F03194,Digital Browsers,0.064
F01002,Casual Followers,0.064
F01624,Casual Followers,0.064
F01549,Casual Followers,0.064
F00403,Casual Followers,0.064
F00430,Casual Followers,0.064
F05073,Casual Followers,0.064
F02570,Casual Followers,0.064
F01114,Digital Browsers,0.064
F04716,Casual Followers,0.064
F01013,Casual Followers,0.064
F01065,Casual Followers,0.064
F03021,Casual Followers,0.064
F01136,Casual Followers,0.064
F02734,Casual Followers,0.064
F02756,Casual Followers,0.064
F01106,Casual Followers,0.064
F01238,Casual Followers,0.064
F04833,Casual Followers,0.064
F02725,Casual Followers,0.064
F02715,Digital Browsers,0.064
F01248,Casual Followers,0.064
F01236,Casual Followers,0.064
F00415,Casual Followers,0.064
F00375,Casual Followers,0.064
F03814,Digital Browsers,0.064
F05354,Casual Followers,0.064
F05347,Casual Followers,0.064
F00541,Casual Followers,0.064
F03355,Digital Browsers,0.064
F03352,Digital Browsers,0.064
F03346,Casual Followers,0.064
F02241,Casual Followers,0.064
F02232,Casual Followers,0.064
F00733,Casual Followers,0.064
F03449,Casual Followers,0.064
F00682,Casual Followers,0.064
F00740,Casual Followers,0.064
F00710,Digital Browsers,0.064
F00685,Digital Browsers,0.064
F04952,Casual Followers,0.064
F02404,Casual Followers,0.064
F00759,Casual Followers,0.064
F02653,Digital Browsers,0.064
F01277,Digital Browsers,0.064
F03965,Digital Browsers,0.064
F02496,Casual Followers,0.064
F00770,Casual Followers,0.064
F02460,Casual Followers,0.064
F05143,Casual Followers,0.064
F01751,Casual Followers,0.064
F05149,Casual Followers,0.064
F00240,Casual Followers,0.064
F01754,Casual Followers,0.064
F00231,Digital Browsers,0.064
F04086,Casual Followers,0.064
F04130,Digital Browsers,0.064
F01835,Casual Followers,0.064
F05954,Casual Followers,0.063
F05969,Casual Followers,0.063
F01859,Casual Followers,0.063
F04143,Casual Followers,0.063
F04290,Digital Browsers,0.063
F01821,Casual Followers,0.063
F00206,Digital Browsers,0.063
F04031,Digital Browsers,0.063
F03062,Casual Followers,0.063
F04838,Digital Browsers,0.063
F02885,Casual Followers,0.063
F05495,Casual Followers,0.063
F01057,Casual Followers,0.063
F04256,Casual Followers,0.063
F00867,Casual Followers,0.063
F00424,Casual Followers,0.063
F05827,Digital Browsers,0.063
F00382,Casual Followers,0.063
F01053,Digital Browsers,0.063
F03755,Casual Followers,0.063
F04677,Casual Followers,0.063
F03139,Casual Followers,0.063
F03193,Digital Browsers,0.063
F04760,Casual Followers,0.063
F02883,Digital Browsers,0.063
F02994,Digital Browsers,0.063
F03001,Casual Followers,0.063
F03832,Casual Followers,0.063
F03561,Casual Followers,0.063
F03815,Casual Followers,0.063
F02292,Casual Followers,0.063
F04480,Casual Followers,0.063
F03652,Casual Followers,0.063
F05026,Casual Followers,0.063
F04435,Digital Browsers,0.063
F02380,Casual Followers,0.063
F01475,Casual Followers,0.063
F01495,Casual Followers,0.063
F02261,Digital Browsers,0.063
F01544,Casual Followers,0.063
F02470,Casual Followers,0.063
F02497,Casual Followers,0.063
F03508,Casual Followers,0.063
F04575,Casual Followers,0.063
F02667,Casual Followers,0.063
F02648,Casual Followers,0.063
F01087,Casual Followers,0.063
F02706,Casual Followers,0.063
F04152,Casual Followers,0.063
F04087,Casual Followers,0.063
F01879,Casual Followers,0.063
F04084,Casual Followers,0.063
F01767,Casual Followers,0.063
F04752,Digital Browsers,0.063
F04963,Casual Followers,0.063
F05631,Casual Followers,0.063
F03864,Casual Followers,0.063
F05592,Casual Followers,0.063
F02565,Casual Followers,0.063
F04879,Casual Followers,0.063
F03683,Casual Followers,0.063
F03709,Casual Followers,0.063
F01134,Casual Followers,0.062
F02710,Casual Followers,0.062
F03068,Casual Followers,0.062
F03059,Casual Followers,0.062
F05474,Casual Followers,0.062
F01779,Digital Browsers,0.062
F04237,Casual Followers,0.062
F03241,Casual Followers,0.062
F03981,Casual Followers,0.062
F04170,Casual Followers,0.062
F04270,Casual Followers,0.062
F05457,Casual Followers,0.062
F01348,Digital Browsers,0.062
F05434,Casual Followers,0.062
F03276,Digital Browsers,0.062
F04417,Casual Followers,0.062
F05188,Casual Followers,0.062
F05844,Casual Followers,0.062
F02359,Casual Followers,0.062
F01941,Digital Browsers,0.062
F02629,Casual Followers,0.062
F01615,Casual Followers,0.062
F00978,Casual Followers,0.062
F01704,Casual Followers,0.062
F00251,Casual Followers,0.062
F05456,Casual Followers,0.062
F04401,Casual Followers,0.062
F05803,Casual Followers,0.062
F04483,Digital Browsers,0.062
F05739,Casual Followers,0.062
F05015,Casual Followers,0.062
F03812,Casual Followers,0.062
F02168,Digital Browsers,0.062
F00458,Digital Browsers,0.062
F02376,Casual Followers,0.062
F03438,Casual Followers,0.062
F02469,Casual Followers,0.062
F03617,Casual Followers,0.062
F02158,Casual Followers,0.062
F01564,Casual Followers,0.062
F02253,Casual Followers,0.062
F00683,Casual Followers,0.062
F03458,Casual Followers,0.062
F03434,Casual Followers,0.062
F03410,Casual Followers,0.062
F05674,Digital Browsers,0.062
F03374,Casual Followers,0.062
F01228,Digital Browsers,0.062
F05003,Casual Followers,0.062
F01032,Casual Followers,0.062
F00959,Casual Followers,0.062
F00963,Casual Followers,0.062
F03232,Casual Followers,0.062
F00966,Casual Followers,0.062
F03701,Casual Followers,0.062
F01623,Casual Followers,0.062
F05119,Digital Browsers,0.062
F05966,Casual Followers,0.061
F03319,Casual Followers,0.061
F00850,Casual Followers,0.061
F01183,Casual Followers,0.061
F04686,Casual Followers,0.061
F00261,Casual Followers,0.061
F04819,Casual Followers,0.061
F05420,Casual Followers,0.061
F01303,Casual Followers,0.061
F02186,Casual Followers,0.061
F02230,Casual Followers,0.061
F00663,Casual Followers,0.061
F01509,Casual Followers,0.061
F02523,Digital Browsers,0.061
F03417,Casual Followers,0.061
F01417,Casual Followers,0.061
F01388,Casual Followers,0.061
F04460,Casual Followers,0.061
F00551,Casual Followers,0.061
F00649,Casual Followers,0.061
F00648,Casual Followers,0.061
F01457,Casual Followers,0.061
F00835,Casual Followers,0.061
F03780,Casual Followers,0.061
F03763,Casual Followers,0.061
F00444,Casual Followers,0.061
F01519,Casual Followers,0.061
F01518,Casual Followers,0.061
F02197,Casual Followers,0.061
F00608,Casual Followers,0.061
F00605,Digital Browsers,0.061
F03611,Digital Browsers,0.061
F04465,Casual Followers,0.061
F01626,Casual Followers,0.061
F05090,Casual Followers,0.061
F05301,Casual Followers,0.061
F01605,Casual Followers,0.061
F00895,Casual Followers,0.061
F03261,Casual Followers,0.061
F02077,Casual Followers,0.061
